column_name,value,frequency,category
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(609360.0, 924695.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(798240.0, 748737.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(303360.0, 1156473.0)",1,Outlier-KNN_largest
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(860880.0, 906442.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(484560.0, 906442.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(447600.0, 449907.0)",1,"Outlier-KNN_mean,KNN_largest,KNN_median,HBOS,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(516960.0, 924695.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(420960.0, 682342.0)",1,Outlier-KNN_largest
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(530880.0, 748737.0)",1,"Outlier-ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(309840.0, 1156473.0)",1,Outlier-KNN_largest
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(714000.0, 906442.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(417840.0, 1156473.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(457920.0, 290608.0)",1,"Outlier-KNN_mean,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(445440.0, 748737.0)",1,"Outlier-KNN_mean,KNN_median,ABOD"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(386160.0, 120539.0)",1,"Outlier-ECOD,KNN_mean,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(441120.0, 258731.0)",1,"Outlier-KNN_mean,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(467040.0, 906442.0)",1,"Outlier-KNN_mean,KNN_median,IForest,ABOD"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(428640.0, 449907.0)",1,"Outlier-KNN_mean,KNN_median,HBOS,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(460320.0, 290608.0)",1,"Outlier-KNN_mean,KNN_median,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(378720.0, 449907.0)",1,"Outlier-KNN_mean,KNN_median,HBOS"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(304080.0, 449907.0)",1,"Outlier-KNN_median,HBOS"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(367440.0, 120539.0)",1,"Outlier-KNN_median,IForest,ABOD"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(440160.0, 924695.0)",1,Outlier-IForest
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(445440.0, 924695.0)",1,Outlier-IForest
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(379680.0, 120539.0)",1,"Outlier-ECOD,IForest"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(340800.0, 658596.0)",1,"Outlier-HBOS,ABOD"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(367920.0, 226167.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(424560.0, 748737.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(354480.0, 290608.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(400800.0, 748737.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(307680.0, 120539.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(399360.0, 682342.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(217296.0, 258731.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(298800.0, 658596.0)",1,"Outlier-HBOS,ABOD"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(192072.0, 120539.0)",1,"Outlier-Feature Bagging,ABOD"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(231360.0, 120539.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(208752.0, 120539.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(180312.0, 682342.0)",1,Outlier-ABOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(356880.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(372960.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(252240.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(244800.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(266880.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(356400.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(238920.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(240960.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(242880.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(235032.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(264960.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(317760.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(227592.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(326640.0, 449907.0)",2,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(235008.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(254880.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(231432.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(239040.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(321840.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(322800.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(368880.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(221808.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(259680.0, 658596.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(343920.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(231216.0, 449907.0)",1,Outlier-HBOS
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(297120.0, 449907.0)",1,"Outlier-HBOS,Feature Bagging"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(197.0, 1156473.0)",1,"Outlier-ECOD,Feature Bagging"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(371.0, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(182.0, 748737.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(242.0, 224029.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(227.0, 906442.0)",1,"Outlier-ECOD,Feature Bagging"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(270.0, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(227.0, 258731.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(226.0, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(394.0, 1201485.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(247.0, 226167.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(275.0, 224029.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(316.0, 1201485.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(214.0, 224029.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(262.0, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(358.0, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(208.0, 924695.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(211.0, 226167.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(357.0, 1201485.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(181.0, 1156473.0)",1,"Outlier-ECOD,Feature Bagging"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(216.0, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(193.0, 120539.0)",1,"Outlier-ECOD,Feature Bagging"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(190.0, 658596.0)",1,"Outlier-ECOD,Feature Bagging"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(250.0, 224029.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(278.0, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(267.27, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(403.43, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(328.46, 120539.0)",1,Outlier-ECOD
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(30.0, 748737.0)",1,"Outlier-ECOD,Feature Bagging"
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(26705.0, 1156473.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(116834.0, 120539.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(31095.0, 1156473.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(30238.0, 1201485.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(28594.04, 1156473.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(29953.0, 1156473.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(34800.0, 1156473.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(118272.0, 120539.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(30096.0, 1156473.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(108864.0, 120539.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(103992.0, 120539.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(116832.0, 120539.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(118296.0, 120539.0)",1,Outlier-Feature Bagging
"Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Population Served, estimated ","(30408.0, 1201485.0)",1,Outlier-Feature Bagging
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(290608.0, 316000000.0)",1,"Outlier-ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 193000000.0)",1,"Outlier-KNN_mean,KNN_largest,KNN_median,ABOD"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 223000000.0)",1,"Outlier-ECOD,ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1156473.0, 197000000.0)",1,Outlier-KNN_largest
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 243000000.0)",1,"Outlier-ECOD,ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 300000000.0)",1,"Outlier-ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 341000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(748737.0, 258000000.0)",1,"Outlier-KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1156473.0, 196000000.0)",2,Outlier-KNN_largest
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 562000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 284000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 226000000.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,HBOS"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 231000000.0)",1,"Outlier-ECOD,ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 370000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(226167.0, 224000000.0)",1,"Outlier-KNN_mean,KNN_largest,KNN_median,ABOD"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(290608.0, 235000000.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(290608.0, 309000000.0)",1,"Outlier-ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(924695.0, 312000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(682342.0, 257000000.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(658596.0, 741000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,HBOS,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(258731.0, 274000000.0)",1,"Outlier-ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 254000000.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(224029.0, 250000000.0)",1,"Outlier-ECOD,ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 286000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 362000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,HBOS,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 248000000.0)",1,"Outlier-ECOD,ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1156473.0, 204000000.0)",1,"Outlier-KNN_largest,ABOD"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 242000000.0)",1,"Outlier-KNN_mean,KNN_largest,KNN_median,HBOS,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(290608.0, 264000000.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(924695.0, 350000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1156473.0, 457000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 398000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(226167.0, 228000000.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(748737.0, 327000000.0)",1,"Outlier-ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 320000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(748737.0, 255000000.0)",1,"Outlier-KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(658596.0, 409000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,HBOS,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(224029.0, 277000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 240000000.0)",1,"Outlier-KNN_mean,KNN_largest,KNN_median,HBOS,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 198000000.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 215000000.0)",1,"Outlier-KNN_largest,HBOS"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(924695.0, 210000000.0)",1,"Outlier-KNN_mean,KNN_largest,KNN_median,ABOD"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 277000000.0)",1,"Outlier-ABOD,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1156473.0, 279000000.0)",1,"Outlier-ECOD,ABOD,Feature Bagging,KNN_mean,KNN_largest,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 224000000.0)",1,"Outlier-KNN_mean,KNN_median"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 184000000.0)",1,"Outlier-KNN_mean,IForest,ABOD"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(924695.0, 234000000.0)",1,"Outlier-KNN_mean,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 229000000.0)",1,"Outlier-KNN_mean,KNN_median"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 247000000.0)",1,"Outlier-KNN_mean,KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(906442.0, 243000000.0)",1,"Outlier-KNN_median,IForest"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 159000000.0)",1,Outlier-IForest
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 169000000.0)",2,Outlier-IForest
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 161000000.0)",1,Outlier-IForest
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(120539.0, 162000000.0)",1,Outlier-IForest
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(755948.0, 195000000.0)",1,Outlier-ABOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(658596.0, 214000000.0)",1,"Outlier-HBOS,ABOD"
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(226167.0, 190000000.0)",1,Outlier-ABOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(290608.0, 195000000.0)",2,Outlier-ABOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(755948.0, 211000000.0)",1,Outlier-ABOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(1201485.0, 169000000.0)",1,Outlier-ABOD
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(658596.0, 200000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 171000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 200000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 209000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 159000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(658596.0, 154000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 160000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 149000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 203000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 158000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 165000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(658596.0, 173000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 184000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 193000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(658596.0, 174000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(658596.0, 182000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 205000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(449907.0, 207000000.0)",1,Outlier-HBOS
"Population Served, estimated ,Per capita SARS-CoV-2 load (N1 copies per day per population)","(658596.0, 172000000.0)",1,Outlier-HBOS
